date,product,unit price,units sold,sales price
2017-12-01,Super Soft Hoodie,75.00,1,75.00
2017-12-01,Button-Down Shirt,65.05,2,130.10
2017-12-01,Vintage Logo Tee,15.95,3,47.85
2017-12-01,Sticker Pack,4.50,9,40.50
2017-12-02,Brown Boots,125.00,1,125.00
2017-12-02,Khaki Pants,89.00,1,89.00
2017-12-02,Super Soft Hoodie,75.00,2,150.00
2017-12-02,Button-Down Shirt,65.05,4,260.20
2017-12-02,Sticker Pack,4.50,4,18.00
2017-12-03,Super Soft Sweater,149.99,1,149.99
2017-12-03,Khaki Pants,89.00,2,178.00
2017-12-03,Super Soft Hoodie,75.00,3,225.00
2017-12-03,Button-Down Shirt,65.05,8,520.40
2017-12-03,Vintage Logo Tee,15.95,4,63.80
2017-12-03,Winter Hat,12.95,1,12.95
2017-12-03,Sticker Pack,4.50,8,36.00
2017-12-04,Khaki Pants,89.00,1,89.00
2017-12-04,Super Soft Hoodie,75.00,1,75.00
2017-12-04,Button-Down Shirt,65.05,1,65.05
2017-12-04,Vintage Logo Tee,15.95,2,31.90
2017-12-04,Sticker Pack,4.50,4,18.00
2017-12-05,Super Soft Hoodie,75.00,1,75.00
2017-12-05,Button-Down Shirt,65.05,3,195.15
2017-12-05,Vintage Logo Tee,15.95,1,15.95
2017-12-05,Sticker Pack,4.50,4,18.00
2017-12-06,Super Soft Hoodie,75.00,1,75.00
2017-12-06,Sticker Pack,4.50,3,13.50
2017-12-07,Super Soft Hoodie,75.00,1,75.00
2017-12-07,Button-Down Shirt,65.05,2,130.10
2017-12-07,Vintage Logo Tee,15.95,2,31.90
2017-12-07,Sticker Pack,4.50,2,9.00
2017-12-08,Super Soft Sweater,149.99,1,149.99
2017-12-08,Khaki Pants,89.00,2,178.00
2017-12-08,Button-Down Shirt,65.05,2,130.10
2017-12-08,Vintage Logo Tee,15.95,2,31.90
2017-12-08,Sticker Pack,4.50,6,27.00
2017-12-09,Super Soft Sweater,149.99,1,149.99
2017-12-09,Brown Boots,125.00,1,125.00
2017-12-09,Super Soft Hoodie,75.00,2,150.00
2017-12-09,Button-Down Shirt,65.05,3,195.15
2017-12-09,Vintage Logo Tee,15.95,1,15.95
2017-12-09,Winter Hat,12.95,1,12.95
2017-12-09,Sticker Pack,4.50,13,58.50
2017-12-10,Super Soft Sweater,149.99,1,149.99
2017-12-10,Brown Boots,125.00,1,125.00
2017-12-10,Button-Down Shirt,65.05,1,65.05
2017-12-10,Vintage Logo Tee,15.95,1,15.95
2017-12-10,Winter Hat,12.95,1,12.95
2017-12-11,Vintage Logo Tee,15.95,1,15.95
2017-12-11,Sticker Pack,4.50,4,18.00
2017-12-12,Khaki Pants,89.00,1,89.00
2017-12-12,Super Soft Hoodie,75.00,1,75.00
2017-12-12,Button-Down Shirt,65.05,3,195.15
2017-12-12,Vintage Logo Tee,15.95,2,31.90
2017-12-12,Sticker Pack,4.50,1,4.50
2017-12-13,Super Soft Sweater,149.99,1,149.99
2017-12-13,Button-Down Shirt,65.05,2,130.10
2017-12-13,Sticker Pack,4.50,3,13.50
2017-12-14,Super Soft Hoodie,75.00,1,75.00
2017-12-14,Button-Down Shirt,65.05,2,130.10
2017-12-14,Sticker Pack,4.50,1,4.50
2017-12-15,Khaki Pants,89.00,1,89.00
2017-12-15,Button-Down Shirt,65.05,5,325.25
2017-12-15,Sticker Pack,4.50,9,40.50
2017-12-16,Khaki Pants,89.00,2,178.00
2017-12-16,Super Soft Hoodie,75.00,3,225.00
2017-12-16,Button-Down Shirt,65.05,3,195.15
2017-12-16,Vintage Logo Tee,15.95,3,47.85
2017-12-16,Winter Hat,12.95,1,12.95
2017-12-16,Sticker Pack,4.50,9,40.50
2017-12-17,Khaki Pants,89.00,1,89.00
2017-12-17,Button-Down Shirt,65.05,7,455.35
2017-12-17,Vintage Logo Tee,15.95,3,47.85
2017-12-17,Winter Hat,12.95,1,12.95
2017-12-18,Button-Down Shirt,65.05,1,65.05
2017-12-18,Sticker Pack,4.50,3,13.50
2017-12-19,Super Soft Sweater,149.99,1,149.99
2017-12-19,Khaki Pants,89.00,1,89.00
2017-12-19,Super Soft Hoodie,75.00,1,75.00
2017-12-19,Button-Down Shirt,65.05,2,130.10
2017-12-19,Vintage Logo Tee,15.95,1,15.95
2017-12-19,Sticker Pack,4.50,2,9.00
2017-12-20,Button-Down Shirt,65.05,4,260.20
2017-12-20,Vintage Logo Tee,15.95,2,31.90
2017-12-20,Sticker Pack,4.50,1,4.50
2017-12-21,Khaki Pants,89.00,1,89.00
2017-12-21,Super Soft Hoodie,75.00,1,75.00
2017-12-21,Button-Down Shirt,65.05,4,260.20
2017-12-21,Vintage Logo Tee,15.95,1,15.95
2017-12-21,Sticker Pack,4.50,3,13.50
2017-12-22,Super Soft Sweater,149.99,1,149.99
2017-12-22,Button-Down Shirt,65.05,7,455.35
2017-12-22,Vintage Logo Tee,15.95,1,15.95
2017-12-23,Super Soft Sweater,149.99,1,149.99
2017-12-23,Super Soft Hoodie,75.00,3,225.00
2017-12-23,Button-Down Shirt,65.05,4,260.20
2017-12-23,Winter Hat,12.95,1,12.95
2017-12-23,Sticker Pack,4.50,8,36.00
2017-12-24,Brown Boots,125.00,1,125.00
2017-12-24,Khaki Pants,89.00,2,178.00
2017-12-24,Super Soft Hoodie,75.00,3,225.00
2017-12-24,Button-Down Shirt,65.05,4,260.20
2017-12-24,Vintage Logo Tee,15.95,2,31.90
2017-12-24,Winter Hat,12.95,2,25.90
2017-12-24,Sticker Pack,4.50,11,49.50
2017-12-25,Super Soft Sweater,149.99,1,149.99
2017-12-25,Super Soft Hoodie,75.00,1,75.00
2017-12-25,Button-Down Shirt,65.05,1,65.05
2017-12-25,Vintage Logo Tee,15.95,1,15.95
2017-12-25,Sticker Pack,4.50,2,9.00
2017-12-26,Super Soft Sweater,149.99,1,149.99
2017-12-26,Khaki Pants,89.00,1,89.00
2017-12-26,Button-Down Shirt,65.05,4,260.20
2017-12-26,Vintage Logo Tee,15.95,2,31.90
2017-12-26,Sticker Pack,4.50,1,4.50
2017-12-27,Khaki Pants,89.00,1,89.00
2017-12-27,Super Soft Hoodie,75.00,1,75.00
2017-12-27,Button-Down Shirt,65.05,4,260.20
2017-12-27,Winter Hat,12.95,1,12.95
2017-12-28,Khaki Pants,89.00,1,89.00
2017-12-28,Super Soft Hoodie,75.00,1,75.00
2017-12-28,Button-Down Shirt,65.05,4,260.20
2017-12-28,Winter Hat,12.95,1,12.95
2017-12-28,Sticker Pack,4.50,4,18.00
2017-12-29,Super Soft Hoodie,75.00,1,75.00
2017-12-29,Button-Down Shirt,65.05,6,390.30
2017-12-29,Vintage Logo Tee,15.95,2,31.90
2017-12-29,Sticker Pack,4.50,5,22.50
2017-12-30,Super Soft Sweater,149.99,2,299.98
2017-12-30,Khaki Pants,89.00,2,178.00
2017-12-30,Super Soft Hoodie,75.00,2,150.00
2017-12-30,Button-Down Shirt,65.05,9,585.45
2017-12-30,Vintage Logo Tee,15.95,1,15.95
2017-12-30,Sticker Pack,4.50,4,18.00
2017-12-31,Super Soft Sweater,149.99,2,299.98
2017-12-31,Khaki Pants,89.00,2,178.00
2017-12-31,Super Soft Hoodie,75.00,1,75.00
2017-12-31,Button-Down Shirt,65.05,6,390.30
2017-12-31,Vintage Logo Tee,15.95,3,47.85
2017-12-31,Winter Hat,12.95,2,25.90
