date,product,unit price,units sold,sales price
2018-10-01,Khaki Pants,89.00,1,89.00
2018-10-01,Button-Down Shirt,65.05,1,65.05
2018-10-01,Vintage Logo Tee,15.95,1,15.95
2018-10-01,Sticker Pack,4.50,1,4.50
2018-10-02,Super Soft Sweater,149.99,1,149.99
2018-10-02,Button-Down Shirt,65.05,3,195.15
2018-10-03,Button-Down Shirt,65.05,4,260.20
2018-10-03,Vintage Logo Tee,15.95,1,15.95
2018-10-03,Sticker Pack,4.50,3,13.50
2018-10-04,Button-Down Shirt,65.05,1,65.05
2018-10-04,Vintage Logo Tee,15.95,2,31.90
2018-10-04,Sticker Pack,4.50,3,13.50
2018-10-05,Khaki Pants,89.00,1,89.00
2018-10-05,Super Soft Hoodie,75.00,1,75.00
2018-10-05,Button-Down Shirt,65.05,6,390.30
2018-10-05,Vintage Logo Tee,15.95,2,31.90
2018-10-05,Winter Hat,12.95,1,12.95
2018-10-05,Sticker Pack,4.50,2,9.00
2018-10-06,Super Soft Sweater,149.99,1,149.99
2018-10-06,Khaki Pants,89.00,1,89.00
2018-10-06,Super Soft Hoodie,75.00,1,75.00
2018-10-06,Sticker Pack,4.50,5,22.50
2018-10-07,Button-Down Shirt,65.05,6,390.30
2018-10-07,Vintage Logo Tee,15.95,1,15.95
2018-10-07,Winter Hat,12.95,2,25.90
2018-10-07,Sticker Pack,4.50,2,9.00
2018-10-08,Super Soft Hoodie,75.00,1,75.00
2018-10-08,Button-Down Shirt,65.05,4,260.20
2018-10-08,Winter Hat,12.95,1,12.95
2018-10-08,Sticker Pack,4.50,2,9.00
2018-10-09,Button-Down Shirt,65.05,3,195.15
2018-10-09,Vintage Logo Tee,15.95,2,31.90
2018-10-09,Sticker Pack,4.50,1,4.50
2018-10-10,Button-Down Shirt,65.05,4,260.20
2018-10-10,Vintage Logo Tee,15.95,1,15.95
2018-10-10,Sticker Pack,4.50,2,9.00
2018-10-11,Super Soft Sweater,149.99,1,149.99
2018-10-11,Khaki Pants,89.00,1,89.00
2018-10-11,Button-Down Shirt,65.05,1,65.05
2018-10-11,Vintage Logo Tee,15.95,2,31.90
2018-10-12,Super Soft Sweater,149.99,1,149.99
2018-10-12,Super Soft Hoodie,75.00,2,150.00
2018-10-12,Button-Down Shirt,65.05,7,455.35
2018-10-12,Vintage Logo Tee,15.95,2,31.90
2018-10-12,Winter Hat,12.95,1,12.95
2018-10-12,Sticker Pack,4.50,1,4.50
2018-10-13,Super Soft Sweater,149.99,1,149.99
2018-10-13,Khaki Pants,89.00,1,89.00
2018-10-13,Super Soft Hoodie,75.00,2,150.00
2018-10-13,Button-Down Shirt,65.05,5,325.25
2018-10-13,Sticker Pack,4.50,6,27.00
2018-10-14,Super Soft Sweater,149.99,2,299.98
2018-10-14,Khaki Pants,89.00,2,178.00
2018-10-14,Button-Down Shirt,65.05,5,325.25
2018-10-14,Winter Hat,12.95,1,12.95
2018-10-14,Sticker Pack,4.50,6,27.00
2018-10-15,Khaki Pants,89.00,1,89.00
2018-10-15,Button-Down Shirt,65.05,4,260.20
2018-10-15,Sticker Pack,4.50,1,4.50
2018-10-17,Super Soft Sweater,149.99,1,149.99
2018-10-17,Super Soft Hoodie,75.00,1,75.00
2018-10-17,Button-Down Shirt,65.05,3,195.15
2018-10-17,Sticker Pack,4.50,1,4.50
2018-10-18,Vintage Logo Tee,15.95,1,15.95
2018-10-18,Winter Hat,12.95,1,12.95
2018-10-18,Sticker Pack,4.50,1,4.50
2018-10-19,Button-Down Shirt,65.05,6,390.30
2018-10-19,Vintage Logo Tee,15.95,2,31.90
2018-10-20,Super Soft Sweater,149.99,2,299.98
2018-10-20,Khaki Pants,89.00,2,178.00
2018-10-20,Super Soft Hoodie,75.00,1,75.00
2018-10-20,Button-Down Shirt,65.05,8,520.40
2018-10-20,Winter Hat,12.95,1,12.95
2018-10-20,Sticker Pack,4.50,6,27.00
2018-10-21,Super Soft Sweater,149.99,1,149.99
2018-10-21,Khaki Pants,89.00,1,89.00
2018-10-21,Super Soft Hoodie,75.00,1,75.00
2018-10-21,Button-Down Shirt,65.05,4,260.20
2018-10-21,Vintage Logo Tee,15.95,1,15.95
2018-10-21,Winter Hat,12.95,2,25.90
2018-10-21,Sticker Pack,4.50,4,18.00
2018-10-22,Button-Down Shirt,65.05,3,195.15
2018-10-22,Vintage Logo Tee,15.95,1,15.95
2018-10-22,Sticker Pack,4.50,3,13.50
2018-10-23,Khaki Pants,89.00,1,89.00
2018-10-23,Super Soft Hoodie,75.00,1,75.00
2018-10-23,Button-Down Shirt,65.05,4,260.20
2018-10-23,Vintage Logo Tee,15.95,1,15.95
2018-10-23,Sticker Pack,4.50,2,9.00
2018-10-24,Button-Down Shirt,65.05,2,130.10
2018-10-24,Sticker Pack,4.50,2,9.00
2018-10-25,Super Soft Hoodie,75.00,1,75.00
2018-10-25,Button-Down Shirt,65.05,2,130.10
2018-10-25,Sticker Pack,4.50,1,4.50
2018-10-26,Super Soft Sweater,149.99,1,149.99
2018-10-26,Super Soft Hoodie,75.00,2,150.00
2018-10-27,Super Soft Sweater,149.99,2,299.98
2018-10-27,Khaki Pants,89.00,1,89.00
2018-10-27,Super Soft Hoodie,75.00,1,75.00
2018-10-27,Button-Down Shirt,65.05,7,455.35
2018-10-27,Vintage Logo Tee,15.95,4,63.80
2018-10-27,Winter Hat,12.95,2,25.90
2018-10-27,Sticker Pack,4.50,3,13.50
2018-10-28,Khaki Pants,89.00,1,89.00
2018-10-28,Super Soft Hoodie,75.00,2,150.00
2018-10-28,Button-Down Shirt,65.05,8,520.40
2018-10-28,Vintage Logo Tee,15.95,3,47.85
2018-10-28,Sticker Pack,4.50,2,9.00
2018-10-29,Khaki Pants,89.00,1,89.00
2018-10-29,Super Soft Hoodie,75.00,1,75.00
2018-10-29,Button-Down Shirt,65.05,1,65.05
2018-10-29,Vintage Logo Tee,15.95,1,15.95
2018-10-29,Winter Hat,12.95,1,12.95
2018-10-29,Sticker Pack,4.50,2,9.00
2018-10-30,Super Soft Hoodie,75.00,1,75.00
2018-10-30,Button-Down Shirt,65.05,3,195.15
2018-10-31,Khaki Pants,89.00,1,89.00
