date,product,unit price,units sold,sales price
2017-11-01,Khaki Pants,89.00,1,89.00
2017-11-01,Super Soft Hoodie,75.00,1,75.00
2017-11-01,Button-Down Shirt,65.05,4,260.20
2017-11-01,Vintage Logo Tee,15.95,1,15.95
2017-11-01,Winter Hat,12.95,1,12.95
2017-11-02,Super Soft Hoodie,75.00,1,75.00
2017-11-02,Vintage Logo Tee,15.95,2,31.90
2017-11-02,Winter Hat,12.95,1,12.95
2017-11-02,Sticker Pack,4.50,3,13.50
2017-11-03,Khaki Pants,89.00,2,178.00
2017-11-03,Super Soft Hoodie,75.00,1,75.00
2017-11-03,Button-Down Shirt,65.05,3,195.15
2017-11-03,Sticker Pack,4.50,3,13.50
2017-11-04,Super Soft Hoodie,75.00,2,150.00
2017-11-04,Button-Down Shirt,65.05,6,390.30
2017-11-04,Vintage Logo Tee,15.95,2,31.90
2017-11-04,Winter Hat,12.95,1,12.95
2017-11-04,Sticker Pack,4.50,3,13.50
2017-11-05,Super Soft Sweater,149.99,2,299.98
2017-11-05,Khaki Pants,89.00,1,89.00
2017-11-05,Button-Down Shirt,65.05,2,130.10
2017-11-05,Vintage Logo Tee,15.95,3,47.85
2017-11-05,Winter Hat,12.95,1,12.95
2017-11-05,Sticker Pack,4.50,4,18.00
2017-11-06,Vintage Logo Tee,15.95,2,31.90
2017-11-07,Khaki Pants,89.00,1,89.00
2017-11-07,Vintage Logo Tee,15.95,1,15.95
2017-11-08,Super Soft Sweater,149.99,1,149.99
2017-11-08,Super Soft Hoodie,75.00,1,75.00
2017-11-08,Button-Down Shirt,65.05,3,195.15
2017-11-08,Sticker Pack,4.50,1,4.50
2017-11-09,Super Soft Hoodie,75.00,1,75.00
2017-11-09,Button-Down Shirt,65.05,3,195.15
2017-11-09,Vintage Logo Tee,15.95,1,15.95
2017-11-09,Winter Hat,12.95,1,12.95
2017-11-09,Sticker Pack,4.50,3,13.50
2017-11-10,Super Soft Sweater,149.99,1,149.99
2017-11-10,Khaki Pants,89.00,1,89.00
2017-11-10,Super Soft Hoodie,75.00,2,150.00
2017-11-10,Vintage Logo Tee,15.95,3,47.85
2017-11-11,Super Soft Sweater,149.99,2,299.98
2017-11-11,Khaki Pants,89.00,2,178.00
2017-11-11,Super Soft Hoodie,75.00,3,225.00
2017-11-11,Button-Down Shirt,65.05,8,520.40
2017-11-11,Vintage Logo Tee,15.95,3,47.85
2017-11-11,Winter Hat,12.95,2,25.90
2017-11-11,Sticker Pack,4.50,6,27.00
2017-11-12,Khaki Pants,89.00,1,89.00
2017-11-12,Super Soft Hoodie,75.00,1,75.00
2017-11-12,Button-Down Shirt,65.05,2,130.10
2017-11-12,Vintage Logo Tee,15.95,1,15.95
2017-11-12,Winter Hat,12.95,1,12.95
2017-11-12,Sticker Pack,4.50,1,4.50
2017-11-13,Super Soft Hoodie,75.00,1,75.00
2017-11-13,Button-Down Shirt,65.05,4,260.20
2017-11-13,Vintage Logo Tee,15.95,1,15.95
2017-11-14,Khaki Pants,89.00,1,89.00
2017-11-14,Button-Down Shirt,65.05,4,260.20
2017-11-14,Vintage Logo Tee,15.95,1,15.95
2017-11-15,Khaki Pants,89.00,1,89.00
2017-11-15,Button-Down Shirt,65.05,2,130.10
2017-11-15,Vintage Logo Tee,15.95,2,31.90
2017-11-15,Sticker Pack,4.50,3,13.50
2017-11-16,Khaki Pants,89.00,1,89.00
2017-11-16,Button-Down Shirt,65.05,2,130.10
2017-11-16,Vintage Logo Tee,15.95,1,15.95
2017-11-16,Winter Hat,12.95,1,12.95
2017-11-16,Sticker Pack,4.50,2,9.00
2017-11-17,Khaki Pants,89.00,2,178.00
2017-11-17,Vintage Logo Tee,15.95,2,31.90
2017-11-17,Sticker Pack,4.50,4,18.00
2017-11-18,Khaki Pants,89.00,1,89.00
2017-11-18,Button-Down Shirt,65.05,6,390.30
2017-11-18,Vintage Logo Tee,15.95,2,31.90
2017-11-18,Winter Hat,12.95,1,12.95
2017-11-18,Sticker Pack,4.50,2,9.00
2017-11-19,Brown Boots,125.00,1,125.00
2017-11-19,Super Soft Hoodie,75.00,3,225.00
2017-11-19,Button-Down Shirt,65.05,2,130.10
2017-11-19,Vintage Logo Tee,15.95,2,31.90
2017-11-19,Sticker Pack,4.50,4,18.00
2017-11-20,Super Soft Hoodie,75.00,1,75.00
2017-11-20,Button-Down Shirt,65.05,1,65.05
2017-11-20,Sticker Pack,4.50,1,4.50
2017-11-21,Button-Down Shirt,65.05,3,195.15
2017-11-21,Vintage Logo Tee,15.95,1,15.95
2017-11-21,Winter Hat,12.95,1,12.95
2017-11-21,Sticker Pack,4.50,2,9.00
2017-11-22,Button-Down Shirt,65.05,4,260.20
2017-11-23,Super Soft Hoodie,75.00,1,75.00
2017-11-23,Button-Down Shirt,65.05,1,65.05
