date,product,unit price,units sold,sales price
2019-01-01,Khaki Pants,89.00,1,89.00
2019-01-01,Super Soft Hoodie,75.00,1,75.00
2019-01-01,Button-Down Shirt,65.05,3,195.15
2019-01-01,Sticker Pack,4.50,1,4.50
2019-01-02,Super Soft Sweater,149.99,1,149.99
2019-01-02,Super Soft Hoodie,75.00,1,75.00
2019-01-02,Button-Down Shirt,65.05,1,65.05
2019-01-02,Sticker Pack,4.50,3,13.50
2019-01-03,Super Soft Sweater,149.99,1,149.99
2019-01-03,Khaki Pants,89.00,1,89.00
2019-01-03,Button-Down Shirt,65.05,1,65.05
2019-01-04,Khaki Pants,89.00,2,178.00
2019-01-04,Button-Down Shirt,65.05,6,390.30
2019-01-04,Vintage Logo Tee,15.95,2,31.90
2019-01-04,Sticker Pack,4.50,1,4.50
2019-01-05,Super Soft Sweater,149.99,2,299.98
2019-01-05,Khaki Pants,89.00,2,178.00
2019-01-05,Super Soft Hoodie,75.00,1,75.00
2019-01-05,Button-Down Shirt,65.05,3,195.15
2019-01-05,Winter Hat,12.95,2,25.90
2019-01-05,Sticker Pack,4.50,5,22.50
2019-01-06,Super Soft Sweater,149.99,2,299.98
2019-01-06,Brown Boots,125.00,1,125.00
2019-01-06,Button-Down Shirt,65.05,8,520.40
2019-01-06,Vintage Logo Tee,15.95,3,47.85
2019-01-06,Winter Hat,12.95,2,25.90
2019-01-06,Sticker Pack,4.50,3,13.50
2019-01-07,Khaki Pants,89.00,1,89.00
2019-01-07,Button-Down Shirt,65.05,3,195.15
2019-01-07,Vintage Logo Tee,15.95,1,15.95
2019-01-07,Sticker Pack,4.50,3,13.50
2019-01-08,Super Soft Sweater,149.99,1,149.99
2019-01-08,Vintage Logo Tee,15.95,2,31.90
2019-01-08,Winter Hat,12.95,1,12.95
2019-01-08,Sticker Pack,4.50,2,9.00
2019-01-09,Super Soft Hoodie,75.00,1,75.00
2019-01-09,Vintage Logo Tee,15.95,2,31.90
2019-01-09,Sticker Pack,4.50,1,4.50
2019-01-10,Super Soft Hoodie,75.00,1,75.00
2019-01-10,Button-Down Shirt,65.05,1,65.05
2019-01-10,Vintage Logo Tee,15.95,1,15.95
2019-01-10,Sticker Pack,4.50,3,13.50
2019-01-11,Khaki Pants,89.00,1,89.00
2019-01-11,Button-Down Shirt,65.05,5,325.25
2019-01-11,Vintage Logo Tee,15.95,1,15.95
2019-01-11,Sticker Pack,4.50,3,13.50
2019-01-12,Brown Boots,125.00,1,125.00
2019-01-12,Super Soft Hoodie,75.00,1,75.00
2019-01-12,Button-Down Shirt,65.05,5,325.25
2019-01-12,Sticker Pack,4.50,2,9.00
2019-01-13,Super Soft Sweater,149.99,2,299.98
2019-01-13,Brown Boots,125.00,1,125.00
2019-01-13,Super Soft Hoodie,75.00,3,225.00
2019-01-13,Vintage Logo Tee,15.95,4,63.80
2019-01-13,Winter Hat,12.95,1,12.95
2019-01-14,Super Soft Sweater,149.99,1,149.99
2019-01-14,Super Soft Hoodie,75.00,1,75.00
2019-01-14,Button-Down Shirt,65.05,3,195.15
2019-01-14,Vintage Logo Tee,15.95,1,15.95
2019-01-14,Sticker Pack,4.50,1,4.50
2019-01-15,Super Soft Hoodie,75.00,1,75.00
2019-01-15,Button-Down Shirt,65.05,3,195.15
2019-01-15,Vintage Logo Tee,15.95,1,15.95
2019-01-15,Sticker Pack,4.50,1,4.50
2019-01-16,Button-Down Shirt,65.05,1,65.05
2019-01-16,Vintage Logo Tee,15.95,1,15.95
2019-01-17,Super Soft Hoodie,75.00,1,75.00
2019-01-17,Button-Down Shirt,65.05,2,130.10
2019-01-17,Vintage Logo Tee,15.95,1,15.95
2019-01-18,Super Soft Sweater,149.99,1,149.99
2019-01-18,Super Soft Hoodie,75.00,1,75.00
2019-01-18,Winter Hat,12.95,1,12.95
2019-01-18,Sticker Pack,4.50,4,18.00
2019-01-19,Super Soft Sweater,149.99,2,299.98
2019-01-19,Super Soft Hoodie,75.00,2,150.00
2019-01-19,Button-Down Shirt,65.05,9,585.45
2019-01-19,Vintage Logo Tee,15.95,3,47.85
2019-01-19,Winter Hat,12.95,1,12.95
2019-01-19,Sticker Pack,4.50,1,4.50
2019-01-20,Khaki Pants,89.00,2,178.00
2019-01-20,Super Soft Hoodie,75.00,3,225.00
2019-01-20,Button-Down Shirt,65.05,2,130.10
2019-01-20,Vintage Logo Tee,15.95,1,15.95
2019-01-20,Winter Hat,12.95,1,12.95
2019-01-20,Sticker Pack,4.50,2,9.00
2019-01-21,Button-Down Shirt,65.05,4,260.20
2019-01-21,Sticker Pack,4.50,2,9.00
