date,product,unit price,units sold,sales price
2018-08-01,Vintage Logo Tee,15.95,1,15.95
2018-08-01,Sticker Pack,4.50,1,4.50
2018-08-02,Button-Down Shirt,65.05,2,130.10
2018-08-02,Vintage Logo Tee,15.95,3,47.85
2018-08-02,Sticker Pack,4.50,2,9.00
2018-08-03,Khaki Pants,89.00,1,89.00
2018-08-03,Button-Down Shirt,65.05,2,130.10
2018-08-03,Vintage Logo Tee,15.95,1,15.95
2018-08-04,Khaki Pants,89.00,1,89.00
2018-08-04,Super Soft Hoodie,75.00,2,150.00
2018-08-04,Button-Down Shirt,65.05,1,65.05
2018-08-04,Baseball Cap,22.33,1,22.33
2018-08-04,Vintage Logo Tee,15.95,2,31.90
2018-08-04,Sticker Pack,4.50,5,22.50
2018-08-05,Khaki Pants,89.00,1,89.00
2018-08-05,Super Soft Hoodie,75.00,1,75.00
2018-08-05,Swim Trunks,42.20,3,126.60
2018-08-05,Vintage Logo Tee,15.95,2,31.90
2018-08-05,Sticker Pack,4.50,12,54.00
2018-08-06,Button-Down Shirt,65.05,1,65.05
2018-08-06,Vintage Logo Tee,15.95,3,47.85
2018-08-06,Sticker Pack,4.50,2,9.00
2018-08-07,Super Soft Hoodie,75.00,1,75.00
2018-08-07,Button-Down Shirt,65.05,3,195.15
2018-08-07,Swim Trunks,42.20,1,42.20
2018-08-07,Vintage Logo Tee,15.95,1,15.95
2018-08-07,Sticker Pack,4.50,2,9.00
2018-08-08,Button-Down Shirt,65.05,1,65.05
2018-08-08,Swim Trunks,42.20,1,42.20
2018-08-08,Vintage Logo Tee,15.95,1,15.95
2018-08-08,Sticker Pack,4.50,2,9.00
2018-08-09,Button-Down Shirt,65.05,2,130.10
2018-08-09,Swim Trunks,42.20,1,42.20
2018-08-09,Vintage Logo Tee,15.95,2,31.90
2018-08-10,Khaki Pants,89.00,1,89.00
2018-08-10,Super Soft Hoodie,75.00,1,75.00
2018-08-10,Button-Down Shirt,65.05,3,195.15
2018-08-10,Swim Trunks,42.20,1,42.20
2018-08-10,Baseball Cap,22.33,1,22.33
2018-08-10,Sticker Pack,4.50,4,18.00
2018-08-11,Khaki Pants,89.00,1,89.00
2018-08-11,Super Soft Hoodie,75.00,1,75.00
2018-08-11,Button-Down Shirt,65.05,1,65.05
2018-08-11,Baseball Cap,22.33,1,22.33
2018-08-11,Vintage Logo Tee,15.95,7,111.65
2018-08-11,Sticker Pack,4.50,6,27.00
2018-08-12,Khaki Pants,89.00,1,89.00
2018-08-12,Button-Down Shirt,65.05,3,195.15
2018-08-12,Swim Trunks,42.20,2,84.40
2018-08-12,Baseball Cap,22.33,1,22.33
2018-08-12,Vintage Logo Tee,15.95,2,31.90
2018-08-12,Sticker Pack,4.50,11,49.50
2018-08-13,Button-Down Shirt,65.05,3,195.15
2018-08-13,Vintage Logo Tee,15.95,2,31.90
2018-08-14,Vintage Logo Tee,15.95,3,47.85
2018-08-14,Sticker Pack,4.50,5,22.50
2018-08-15,Button-Down Shirt,65.05,2,130.10
2018-08-15,Swim Trunks,42.20,1,42.20
2018-08-15,Vintage Logo Tee,15.95,3,47.85
2018-08-15,Sticker Pack,4.50,5,22.50
2018-08-16,Super Soft Hoodie,75.00,1,75.00
2018-08-16,Button-Down Shirt,65.05,2,130.10
2018-08-16,Vintage Logo Tee,15.95,2,31.90
2018-08-16,Sticker Pack,4.50,1,4.50
2018-08-17,Super Soft Hoodie,75.00,1,75.00
2018-08-17,Button-Down Shirt,65.05,3,195.15
2018-08-17,Swim Trunks,42.20,2,84.40
2018-08-17,Baseball Cap,22.33,1,22.33
2018-08-17,Vintage Logo Tee,15.95,5,79.75
2018-08-17,Sticker Pack,4.50,3,13.50
2018-08-18,Super Soft Hoodie,75.00,2,150.00
2018-08-18,Button-Down Shirt,65.05,2,130.10
2018-08-18,Baseball Cap,22.33,1,22.33
2018-08-18,Vintage Logo Tee,15.95,5,79.75
2018-08-18,Sticker Pack,4.50,1,4.50
2018-08-19,Khaki Pants,89.00,1,89.00
2018-08-19,Button-Down Shirt,65.05,1,65.05
2018-08-19,Swim Trunks,42.20,2,84.40
2018-08-19,Sticker Pack,4.50,8,36.00
2018-08-20,Super Soft Hoodie,75.00,1,75.00
2018-08-20,Swim Trunks,42.20,1,42.20
2018-08-20,Vintage Logo Tee,15.95,3,47.85
2018-08-21,Super Soft Hoodie,75.00,1,75.00
2018-08-21,Button-Down Shirt,65.05,2,130.10
2018-08-21,Vintage Logo Tee,15.95,1,15.95
2018-08-21,Sticker Pack,4.50,1,4.50
2018-08-22,Swim Trunks,42.20,1,42.20
2018-08-22,Vintage Logo Tee,15.95,2,31.90
2018-08-22,Sticker Pack,4.50,5,22.50
2018-08-23,Button-Down Shirt,65.05,2,130.10
2018-08-23,Swim Trunks,42.20,1,42.20
2018-08-23,Vintage Logo Tee,15.95,2,31.90
2018-08-23,Sticker Pack,4.50,3,13.50
2018-08-24,Super Soft Hoodie,75.00,1,75.00
2018-08-24,Button-Down Shirt,65.05,4,260.20
2018-08-24,Swim Trunks,42.20,1,42.20
2018-08-24,Vintage Logo Tee,15.95,4,63.80
2018-08-24,Sticker Pack,4.50,8,36.00
2018-08-25,Khaki Pants,89.00,1,89.00
2018-08-25,Super Soft Hoodie,75.00,1,75.00
2018-08-25,Button-Down Shirt,65.05,5,325.25
2018-08-25,Baseball Cap,22.33,1,22.33
2018-08-25,Sticker Pack,4.50,7,31.50
2018-08-26,Vintage Logo Tee,15.95,1,15.95
2018-08-26,Sticker Pack,4.50,4,18.00
2018-08-27,Super Soft Hoodie,75.00,1,75.00
2018-08-27,Button-Down Shirt,65.05,1,65.05
2018-08-27,Swim Trunks,42.20,1,42.20
2018-08-27,Vintage Logo Tee,15.95,1,15.95
2018-08-27,Sticker Pack,4.50,2,9.00
2018-08-28,Super Soft Hoodie,75.00,1,75.00
2018-08-28,Button-Down Shirt,65.05,1,65.05
2018-08-28,Swim Trunks,42.20,1,42.20
2018-08-28,Vintage Logo Tee,15.95,2,31.90
2018-08-28,Sticker Pack,4.50,4,18.00
2018-08-29,Button-Down Shirt,65.05,2,130.10
2018-08-29,Vintage Logo Tee,15.95,2,31.90
2018-08-29,Sticker Pack,4.50,4,18.00
2018-08-30,Swim Trunks,42.20,1,42.20
2018-08-30,Vintage Logo Tee,15.95,2,31.90
2018-08-30,Sticker Pack,4.50,6,27.00
2018-08-31,Button-Down Shirt,65.05,2,130.10
2018-08-31,Baseball Cap,22.33,1,22.33
2018-08-31,Vintage Logo Tee,15.95,2,31.90
2018-08-31,Sticker Pack,4.50,1,4.50
