date,product,unit price,units sold,sales price
2019-02-01,Super Soft Sweater,149.99,1,149.99
2019-02-01,Button-Down Shirt,65.05,6,390.30
2019-02-01,Winter Hat,12.95,1,12.95
2019-02-01,Sticker Pack,4.50,1,4.50
2019-02-02,Khaki Pants,89.00,2,178.00
2019-02-02,Super Soft Hoodie,75.00,3,225.00
2019-02-02,Button-Down Shirt,65.05,8,520.40
2019-02-02,Vintage Logo Tee,15.95,1,15.95
2019-02-02,Winter Hat,12.95,1,12.95
2019-02-02,Sticker Pack,4.50,2,9.00
2019-02-03,Super Soft Hoodie,75.00,3,225.00
2019-02-03,Winter Hat,12.95,1,12.95
2019-02-03,Sticker Pack,4.50,1,4.50
2019-02-04,Button-Down Shirt,65.05,4,260.20
2019-02-04,Vintage Logo Tee,15.95,1,15.95
2019-02-05,Button-Down Shirt,65.05,2,130.10
2019-02-05,Vintage Logo Tee,15.95,1,15.95
2019-02-06,Khaki Pants,89.00,1,89.00
2019-02-06,Button-Down Shirt,65.05,4,260.20
2019-02-06,Winter Hat,12.95,1,12.95
2019-02-07,Khaki Pants,89.00,1,89.00
2019-02-07,Button-Down Shirt,65.05,3,195.15
2019-02-07,Vintage Logo Tee,15.95,2,31.90
2019-02-07,Winter Hat,12.95,1,12.95
2019-02-07,Sticker Pack,4.50,1,4.50
2019-02-08,Khaki Pants,89.00,1,89.00
2019-02-08,Super Soft Hoodie,75.00,2,150.00
2019-02-08,Vintage Logo Tee,15.95,2,31.90
2019-02-08,Winter Hat,12.95,1,12.95
2019-02-09,Super Soft Sweater,149.99,2,299.98
2019-02-09,Khaki Pants,89.00,1,89.00
2019-02-09,Super Soft Hoodie,75.00,2,150.00
2019-02-09,Button-Down Shirt,65.05,5,325.25
2019-02-09,Winter Hat,12.95,1,12.95
2019-02-09,Sticker Pack,4.50,5,22.50
2019-02-10,Super Soft Sweater,149.99,1,149.99
2019-02-10,Khaki Pants,89.00,1,89.00
2019-02-10,Super Soft Hoodie,75.00,2,150.00
2019-02-10,Button-Down Shirt,65.05,2,130.10
2019-02-10,Vintage Logo Tee,15.95,4,63.80
2019-02-10,Sticker Pack,4.50,4,18.00
2019-02-11,Khaki Pants,89.00,1,89.00
2019-02-11,Super Soft Hoodie,75.00,1,75.00
2019-02-11,Button-Down Shirt,65.05,4,260.20
2019-02-11,Sticker Pack,4.50,1,4.50
2019-02-12,Button-Down Shirt,65.05,3,195.15
2019-02-12,Vintage Logo Tee,15.95,1,15.95
2019-02-12,Sticker Pack,4.50,1,4.50
2019-02-13,Super Soft Hoodie,75.00,1,75.00
2019-02-13,Button-Down Shirt,65.05,1,65.05
2019-02-13,Sticker Pack,4.50,2,9.00
2019-02-14,Super Soft Hoodie,75.00,1,75.00
2019-02-14,Button-Down Shirt,65.05,1,65.05
2019-02-14,Winter Hat,12.95,1,12.95
2019-02-14,Sticker Pack,4.50,1,4.50
2019-02-15,Super Soft Sweater,149.99,1,149.99
2019-02-15,Super Soft Hoodie,75.00,2,150.00
2019-02-15,Button-Down Shirt,65.05,5,325.25
2019-02-15,Winter Hat,12.95,1,12.95
2019-02-16,Super Soft Sweater,149.99,1,149.99
